,likert_5_options_0,likert_5_options_1,likert_5_options_2,likert_5_options_3,likert_5_options_4,likert_5_options_5,likert_5_options_6,likert_5_options_7,likert_5_options_8,likert_5_options_9,likert_5_options_10,likert_5_options_11,likert_5_options_12,likert_5_options_13,likert_5_options_14,likert_5_options_15,likert_5_options_16,likert_5_options_17,likert_5_options_18,likert_5_options_19,likert_5_options_20,likert_5_options_21,likert_5_options_22,likert_5_options_23,likert_5_options_24,likert_5_options_25,likert_5_options_26,likert_5_options_27,likert_5_options_28,likert_5_options_29,likert_5_options_30,likert_5_options_31,likert_5_options_32,likert_5_options_33,likert_5_options_34,likert_5_options_35,likert_5_options_36,likert_5_options_37,likert_5_options_38,likert_5_options_39,likert_7_options_0,likert_7_options_1,likert_7_options_2,likert_7_options_3,likert_7_options_4,likert_7_options_5,likert_7_options_6,likert_7_options_7,likert_7_options_8,likert_7_options_9,likert_2_options_0,likert_2_options_1,likert_2_options_2,likert_2_options_3,likert_2_options_4,likert_2_options_5,likert_2_options_6,likert_2_options_7,likert_2_options_8,likert_2_options_9,target
1528,1,4,2,5,2,5,3,2,1,3,5,3,2,5,5,1,1,2,1,4,5,5,4,2,1,4,1,4,4,2,1,5,5,1,1,1,5,1,5,1,3,6,2,3,5,1,3,6,5,7,0,0,1,0,0,0,0,0,0,0,0
1529,4,1,2,4,2,5,3,5,4,3,1,5,1,1,1,1,4,1,3,2,3,4,3,2,5,1,1,2,4,2,1,5,4,5,2,2,3,1,2,5,3,6,3,5,5,5,3,7,5,3,0,0,0,0,0,0,0,0,0,1,0
1530,3,1,2,1,2,3,3,5,2,5,4,2,3,5,3,3,5,5,5,5,4,3,3,2,1,3,5,4,2,5,2,4,1,4,1,2,5,5,1,4,7,6,2,7,5,2,7,5,1,3,0,0,0,0,0,0,1,0,0,0,0
1531,1,5,2,5,5,3,3,5,5,1,3,1,3,5,5,3,4,4,3,5,4,3,4,2,5,1,5,4,3,2,4,4,1,5,1,1,1,5,5,5,5,4,3,7,5,3,3,6,7,6,0,0,0,1,0,0,0,0,0,0,1
1532,1,5,3,5,2,1,3,4,2,3,4,4,3,2,3,1,2,4,4,4,1,1,3,4,1,1,4,4,1,5,5,1,5,1,5,2,5,1,1,1,4,3,3,5,1,2,3,4,1,7,0,0,0,0,1,0,0,0,0,0,1
1533,3,3,5,5,2,3,1,5,5,3,1,4,3,1,4,5,4,2,3,2,1,3,3,1,5,4,5,4,2,4,1,1,2,1,3,1,2,2,4,5,5,1,3,5,2,1,1,2,5,5,0,0,0,0,0,0,0,0,0,0,1
1534,1,1,2,5,2,1,2,2,1,5,5,1,4,1,3,3,4,4,3,2,2,1,4,2,1,4,4,2,2,2,1,4,5,1,1,1,5,5,1,5,3,6,5,7,5,1,3,2,6,3,0,0,1,0,0,0,0,0,0,0,0
1535,4,5,3,4,2,3,5,1,5,4,1,2,3,2,2,4,2,4,2,2,1,3,3,4,1,4,1,3,2,2,5,1,1,1,1,1,1,2,1,1,2,4,3,7,5,3,3,7,6,3,0,0,0,0,0,0,0,0,0,0,1
1536,5,4,3,5,2,4,3,5,5,5,1,4,3,1,2,1,5,2,4,2,4,3,3,5,5,1,3,4,3,2,5,1,5,2,1,1,5,1,2,5,7,6,3,7,4,2,4,5,5,3,0,0,0,0,0,0,0,0,0,1,1
1537,4,1,2,5,2,3,3,5,5,4,1,3,3,1,2,2,4,4,3,5,1,1,3,2,1,1,1,5,2,1,5,2,5,5,5,1,3,2,1,4,4,4,2,7,2,3,3,4,6,3,1,0,1,1,1,0,0,0,0,0,0
1538,2,1,2,5,1,1,3,2,1,3,4,2,2,5,2,1,5,2,3,1,2,3,2,2,3,4,2,4,2,1,1,3,1,5,5,5,1,1,3,3,4,5,2,1,1,3,3,7,6,2,0,0,0,0,0,0,0,0,0,0,0
1539,3,4,2,5,1,3,3,5,5,3,3,1,3,5,4,3,5,4,5,2,4,3,3,4,5,4,1,2,1,2,1,3,1,5,5,1,1,1,1,5,2,4,2,7,2,3,5,1,2,2,0,0,0,0,1,0,0,0,0,0,1
1540,5,4,3,1,2,3,3,2,5,3,1,5,3,5,1,3,4,2,3,4,2,3,3,4,2,1,4,4,3,2,4,1,5,1,1,1,1,5,4,3,3,6,2,7,1,1,5,2,5,6,0,0,0,0,0,0,0,0,0,0,1
1541,3,5,2,5,1,3,3,2,5,4,4,2,3,1,3,5,4,4,5,5,1,3,3,1,5,3,1,2,3,5,2,5,1,4,1,2,1,4,3,5,4,6,2,5,5,3,6,7,1,6,0,1,0,0,0,0,0,0,0,1,0
1542,3,4,5,1,1,2,2,5,1,3,3,2,1,1,3,2,2,2,2,2,2,5,4,2,3,1,4,4,2,2,1,3,1,1,3,1,1,1,2,2,5,3,2,5,5,3,3,1,6,4,0,0,0,0,0,0,0,0,0,0,0
1543,5,1,5,5,2,5,3,4,5,4,5,1,1,2,5,2,4,5,2,2,3,3,4,4,5,1,5,4,2,2,2,3,5,5,4,1,2,5,1,5,1,5,1,5,5,7,5,4,1,1,0,0,0,0,0,0,0,1,0,0,0
1544,3,4,2,1,1,2,3,2,5,1,1,1,2,1,5,5,5,4,3,4,1,3,3,2,1,1,5,2,2,2,2,1,1,1,1,3,1,1,1,5,5,6,1,5,5,2,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0
1545,3,1,2,5,5,2,3,5,5,2,1,5,3,1,4,3,5,5,2,5,2,5,3,2,5,1,1,4,4,2,1,1,5,1,1,2,2,5,5,5,5,4,2,5,5,5,7,7,1,1,0,0,0,0,0,0,0,0,1,0,0
1546,1,1,5,5,5,4,3,4,1,4,5,5,3,5,1,3,4,5,2,5,4,1,1,1,5,4,5,4,2,5,1,3,1,2,5,1,5,1,5,5,1,1,2,7,2,1,3,7,5,3,0,0,0,0,1,0,0,0,0,1,0
1547,3,2,3,2,2,2,3,2,1,1,1,1,3,5,2,4,4,2,5,3,2,3,3,4,2,4,1,4,2,2,1,5,2,1,1,4,3,3,5,4,1,4,2,2,5,2,5,7,1,6,0,0,0,0,0,0,0,0,1,0,0
1548,1,1,5,3,2,3,3,5,5,4,3,2,3,5,3,3,4,4,3,3,2,5,3,4,1,1,1,4,2,1,1,1,1,5,4,1,1,5,1,5,1,1,3,7,4,3,7,7,6,6,0,0,0,1,0,0,0,0,0,0,0
1549,1,1,2,5,5,2,4,2,5,3,3,4,3,1,5,1,4,2,4,3,3,3,5,2,5,1,1,4,4,2,1,5,3,5,2,1,1,1,5,5,1,6,1,5,2,2,5,4,1,6,0,0,0,0,0,0,0,0,1,1,0
1550,5,2,5,5,5,3,3,5,5,1,1,4,2,5,4,1,4,4,4,3,5,5,4,4,5,5,5,2,4,2,3,5,1,4,1,4,1,1,4,5,5,1,2,3,1,3,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0
1551,3,4,2,1,1,3,3,5,5,2,1,2,3,5,2,1,2,5,2,4,3,3,3,2,5,1,1,4,4,2,5,5,2,3,1,5,3,3,4,2,5,1,5,6,5,7,1,7,5,6,1,0,0,0,0,0,0,0,0,0,1
1552,5,5,3,5,5,3,3,4,1,1,1,4,2,5,4,1,5,2,3,2,2,5,3,2,5,4,1,3,2,1,1,5,5,4,2,1,5,1,4,1,1,5,2,2,5,7,7,4,1,1,0,1,0,0,0,0,0,0,0,0,0
1553,2,5,2,1,2,4,3,1,1,3,2,4,2,5,4,1,4,4,5,5,3,3,5,4,5,1,5,4,2,2,4,1,5,1,3,3,4,3,3,2,5,6,2,5,5,2,6,5,5,2,0,0,0,0,0,0,0,0,0,0,1
1554,4,2,3,1,2,1,2,5,1,3,1,5,3,5,3,5,2,4,5,3,1,3,4,1,5,1,4,4,2,5,1,1,2,2,5,1,1,1,1,2,3,6,7,5,5,7,3,4,5,1,0,0,0,0,1,0,0,0,0,0,1
1555,5,4,2,4,2,2,3,5,5,3,5,5,1,1,2,1,4,4,3,5,5,3,2,1,1,1,4,4,2,2,1,1,1,3,1,1,1,1,5,5,2,4,3,1,5,7,3,5,5,1,0,0,0,0,0,0,0,0,1,0,0
1556,3,5,5,1,5,3,3,2,5,3,5,4,3,1,1,1,4,5,3,2,2,5,3,1,5,4,4,4,4,2,1,5,1,5,5,4,4,3,5,5,3,4,5,6,2,3,1,7,5,5,0,0,0,0,0,0,0,0,0,0,1
1557,3,4,3,3,2,4,3,5,5,1,1,5,3,5,4,3,2,4,2,2,2,2,3,1,3,1,5,3,1,1,1,5,1,1,2,1,4,3,5,3,7,6,2,5,1,3,6,7,5,1,0,1,0,0,0,0,0,0,0,0,0
1558,1,4,1,1,2,4,3,5,4,3,5,1,3,1,5,1,2,2,3,5,2,5,3,2,5,4,1,4,3,2,1,5,4,5,1,1,2,5,1,5,3,3,5,7,5,1,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0
1559,3,1,3,3,1,1,3,4,4,4,5,5,1,2,2,3,1,4,2,5,1,5,4,1,1,1,2,2,2,2,1,5,4,5,1,5,5,5,5,5,5,1,2,5,2,3,3,6,5,5,0,0,0,0,0,0,0,0,0,1,0
1560,5,4,3,5,2,3,2,1,5,5,1,1,3,5,2,1,2,4,1,2,3,3,3,2,1,1,1,4,2,2,1,1,1,1,4,1,5,1,1,1,2,1,2,5,5,1,3,2,1,4,0,0,0,0,0,0,0,0,0,0,1
1561,1,1,3,5,5,5,5,4,1,5,4,5,3,1,4,4,4,2,3,5,3,5,4,5,4,4,5,4,4,4,1,1,5,5,1,3,1,5,5,5,2,1,2,4,4,3,4,5,5,4,0,0,0,0,0,0,0,0,0,0,1
1562,3,1,3,5,2,5,3,5,5,1,1,2,2,3,3,5,4,2,5,1,3,3,1,5,5,4,1,4,4,4,5,1,5,5,5,5,1,5,2,5,5,6,6,7,1,3,6,5,5,3,0,0,0,0,0,0,0,0,0,0,1
1563,4,1,2,1,5,3,4,5,1,3,3,4,3,5,4,4,4,4,3,2,2,3,3,4,3,1,5,4,2,2,4,1,1,3,3,1,1,5,1,3,7,1,5,5,1,6,5,5,5,6,0,0,0,0,0,0,0,1,0,0,1
1564,1,4,2,1,2,3,3,5,5,2,5,5,3,2,5,1,1,2,2,5,2,3,4,4,4,1,2,4,4,2,1,5,1,1,4,5,4,2,5,1,7,4,2,5,5,1,7,4,5,5,0,1,0,0,0,0,0,0,0,0,0
1565,3,1,3,1,1,2,5,5,5,1,4,4,1,2,5,2,2,5,5,3,2,3,3,1,5,1,1,3,5,3,4,1,1,4,2,2,1,5,1,4,5,3,2,3,1,7,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0
1566,4,2,2,1,5,3,3,5,5,3,5,5,2,5,1,5,4,1,1,2,2,3,4,4,1,5,4,4,2,2,1,3,1,1,5,5,1,1,1,3,7,3,3,5,1,3,5,5,1,4,0,0,0,0,0,0,0,0,0,0,1
1567,4,4,2,5,2,3,5,1,1,4,2,1,3,5,2,4,4,5,5,2,5,2,3,2,5,1,5,4,4,1,3,1,5,5,5,3,4,5,5,2,4,5,3,5,2,1,3,7,1,1,0,0,0,0,0,0,0,0,1,0,1
1568,1,4,2,5,2,1,4,4,5,5,4,5,3,5,3,1,2,2,2,1,2,3,3,1,4,1,5,4,2,2,2,1,1,1,3,1,1,5,2,1,4,4,2,1,2,3,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0
1569,1,1,2,5,3,3,5,5,5,5,1,1,3,2,1,1,4,4,5,5,2,5,3,4,5,1,1,4,3,2,5,1,3,5,4,5,2,5,5,5,4,1,7,5,2,4,3,4,1,3,0,0,0,1,0,1,0,0,0,1,1
1570,5,5,1,5,4,3,3,2,1,3,1,5,3,1,3,2,4,4,5,3,4,1,3,1,1,4,5,4,2,1,5,5,5,5,3,1,5,1,2,5,5,2,2,1,5,7,7,4,5,3,0,0,0,0,0,0,1,0,0,0,1
1571,5,5,3,1,5,3,5,4,3,3,5,3,2,1,5,3,5,2,5,4,2,3,4,2,2,5,1,4,2,5,2,1,2,1,1,4,5,1,1,5,1,6,3,7,6,4,7,6,4,3,0,0,0,0,0,0,0,0,0,0,0
1572,2,4,3,5,2,1,3,1,5,2,3,4,3,2,3,3,5,4,2,5,2,1,3,4,3,5,4,2,2,2,4,5,5,3,1,1,3,1,1,2,7,4,2,5,5,4,5,4,2,3,0,1,0,0,0,0,0,0,0,0,0
1573,5,4,5,1,2,3,3,5,2,2,5,1,3,1,2,1,4,4,3,2,4,1,3,5,4,5,4,4,2,1,2,3,1,5,3,5,1,5,3,1,2,4,2,1,5,2,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0
1574,5,4,3,1,5,2,2,5,1,3,1,1,2,2,2,3,4,2,2,2,2,3,1,1,5,1,5,4,2,2,5,4,1,5,5,3,2,1,1,1,4,6,3,7,5,7,7,5,6,1,0,0,0,0,1,0,0,0,0,0,1
1575,3,4,2,3,5,3,5,4,5,4,5,1,5,5,2,4,5,2,1,4,3,3,3,2,1,1,1,4,2,4,1,1,5,5,1,1,3,1,5,1,2,4,2,7,1,5,7,7,5,4,0,0,1,0,0,0,0,0,1,0,0
1576,2,2,1,2,5,3,5,2,1,3,3,4,2,5,3,4,4,2,4,4,1,4,3,4,4,4,4,4,2,2,5,3,4,4,3,5,3,4,5,5,1,4,6,7,2,2,4,7,1,1,1,0,0,0,0,0,0,0,0,1,1
1577,4,5,2,1,5,2,3,4,1,2,5,4,3,2,5,1,4,4,3,5,4,2,3,4,5,1,1,4,2,1,1,2,1,2,3,1,3,5,1,1,7,6,3,7,5,4,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0
1578,1,4,2,1,5,1,4,3,1,2,2,5,3,1,2,3,5,4,3,3,2,3,3,4,5,1,1,4,2,5,5,5,1,2,1,1,5,5,1,4,5,4,3,7,5,2,3,5,5,4,1,1,0,0,0,0,0,0,0,0,1
1579,1,1,2,3,1,1,3,5,5,2,1,4,2,5,2,1,4,4,1,3,4,1,3,4,1,1,4,4,2,4,5,5,5,1,5,1,5,1,1,5,3,1,1,7,5,3,4,6,5,3,1,0,1,0,1,0,0,0,0,0,1
1580,2,2,5,5,2,4,3,5,1,2,5,3,3,2,4,5,2,1,2,3,2,1,3,2,1,5,1,1,4,2,3,2,5,5,1,5,1,1,1,1,3,1,5,1,2,3,3,2,5,2,0,0,1,1,0,1,0,0,0,0,1
1581,4,2,3,3,2,3,4,1,3,4,1,5,3,2,4,4,4,4,4,3,1,3,3,2,1,1,5,4,2,1,1,4,4,4,3,3,4,1,5,4,5,1,5,5,5,6,7,4,5,7,0,0,0,0,0,0,0,0,0,0,0
1582,3,4,5,5,2,4,3,4,5,2,3,2,3,2,5,5,5,1,4,4,2,1,3,4,3,1,5,4,2,5,1,1,3,1,1,1,1,5,1,5,7,1,3,7,5,7,3,7,6,6,0,0,0,0,0,0,0,1,0,0,0
1583,1,5,2,5,1,2,1,5,5,3,3,4,1,5,2,1,2,2,5,1,2,3,5,4,1,5,2,2,2,2,1,2,1,5,1,5,2,4,1,3,2,4,5,7,2,7,7,7,1,1,0,0,0,0,0,0,0,0,0,0,0
1584,4,4,3,4,1,3,1,4,1,4,1,4,3,1,3,1,4,4,5,2,3,4,5,4,1,1,1,4,2,2,3,1,5,1,1,4,4,5,1,1,4,2,5,1,5,3,7,2,6,6,0,0,1,0,0,0,0,1,0,0,0
1585,4,4,3,5,2,3,1,5,5,4,1,1,3,5,3,4,5,5,2,1,4,2,3,1,5,1,5,5,4,2,1,5,3,5,5,1,5,4,5,2,1,2,3,5,5,3,7,5,7,4,0,0,0,0,0,0,0,0,0,0,0
1586,3,1,5,5,2,3,3,4,2,3,1,1,3,1,3,3,2,2,1,2,2,2,1,4,4,4,1,2,2,2,5,1,3,5,5,1,1,3,5,5,2,4,3,5,2,3,7,6,1,1,1,0,0,1,1,0,0,0,0,0,1
1587,4,1,2,2,2,3,3,1,5,2,1,4,3,1,4,1,5,4,4,2,2,3,1,4,1,1,5,2,2,2,1,2,3,4,1,5,1,5,5,2,3,6,2,5,5,3,5,7,1,4,0,0,0,0,0,1,0,0,0,0,0
1588,3,3,2,4,2,2,4,4,2,3,3,2,1,5,1,4,4,4,2,4,3,3,3,2,1,1,1,4,2,2,1,4,1,2,1,1,1,4,2,1,7,5,3,7,2,4,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0
1589,1,4,2,1,5,4,3,1,1,3,1,1,3,2,1,4,2,4,2,2,1,3,3,1,5,5,5,4,1,2,2,3,1,3,1,3,1,1,5,4,5,4,5,3,5,5,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0
1590,5,1,2,3,5,3,1,5,5,4,4,1,3,5,1,4,2,2,4,1,4,3,1,2,1,3,5,4,2,2,1,5,5,5,2,4,1,4,3,1,1,5,3,7,5,2,7,6,5,1,0,0,1,0,0,0,0,0,0,0,0
1591,2,4,2,1,5,5,3,5,5,1,4,4,2,2,2,4,4,2,5,2,5,3,5,1,5,1,1,4,1,1,5,4,2,1,3,1,4,5,1,1,4,1,5,5,2,2,3,7,7,4,0,0,0,0,0,0,0,0,0,0,1
1592,2,4,2,4,2,1,3,5,1,2,3,5,3,5,2,1,5,1,4,3,4,3,3,2,1,1,5,4,2,4,5,5,5,1,1,5,2,2,4,1,1,7,5,5,2,2,6,4,5,3,1,0,0,0,0,0,0,0,0,0,0
1593,5,4,1,5,2,3,4,1,5,3,1,4,2,1,2,4,5,2,2,4,4,3,4,2,1,5,1,2,4,2,2,3,2,1,1,5,5,5,1,1,3,4,5,5,2,3,7,7,5,5,0,0,0,0,0,0,0,1,0,0,0
1594,1,4,2,1,1,3,4,2,5,2,4,5,3,5,1,4,2,4,1,4,2,2,3,1,2,1,5,4,2,1,3,5,5,4,5,5,1,4,2,1,3,5,6,3,5,3,2,4,5,7,0,0,0,0,0,1,0,0,0,0,1
1595,5,1,3,5,1,3,3,4,1,3,1,2,3,3,5,4,4,4,5,3,5,3,3,4,4,1,1,4,2,2,5,1,2,5,2,5,1,5,5,5,4,5,3,7,5,7,1,6,2,3,0,0,0,0,0,1,0,1,0,0,1
1596,3,1,5,5,2,4,5,4,1,1,2,4,3,5,2,3,4,2,3,5,2,3,3,4,5,1,1,4,4,2,5,5,2,1,5,1,3,2,1,1,1,6,3,2,2,5,4,5,1,1,0,0,0,0,1,0,0,0,0,0,1
1597,2,4,3,5,2,3,3,4,5,5,4,4,3,2,2,1,4,2,3,2,2,4,1,2,5,4,4,4,4,4,2,3,1,5,5,1,3,1,5,5,5,6,3,7,2,2,7,7,1,6,0,0,0,0,0,0,0,0,0,1,1
1598,2,4,2,4,1,3,5,2,1,2,3,5,2,5,4,5,4,4,4,2,2,3,3,1,5,1,4,3,3,3,2,5,3,5,5,3,1,2,5,3,1,6,3,7,5,3,4,5,5,3,0,0,0,1,1,0,0,0,1,0,0
1599,5,4,1,1,5,2,5,4,2,1,4,1,3,5,4,1,4,5,5,4,2,1,3,2,5,1,5,4,2,2,1,5,5,2,1,1,1,3,3,1,3,4,5,1,2,7,1,3,1,6,0,1,0,0,0,0,0,0,0,0,1
1600,1,5,2,5,1,5,3,2,5,2,3,4,3,1,2,5,5,4,2,3,2,5,1,4,4,1,1,4,4,1,4,5,5,5,4,1,1,5,5,1,1,6,3,6,5,1,3,7,5,4,0,0,0,0,0,0,0,1,1,0,1
1601,3,2,2,3,5,3,3,4,1,4,1,4,3,5,4,1,4,4,5,5,2,3,3,2,5,1,5,4,2,1,5,1,5,1,5,1,1,2,1,1,1,4,2,3,6,5,2,4,5,1,0,0,1,0,1,0,0,0,0,0,1
1602,2,1,2,4,5,3,1,4,5,3,4,5,1,1,5,1,2,2,2,3,2,1,3,4,1,1,1,2,2,2,3,1,5,5,5,3,5,5,2,5,4,7,2,5,1,3,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0
1603,3,4,5,5,2,3,3,4,5,3,1,4,2,5,4,1,2,4,2,2,2,3,3,4,5,1,5,4,4,4,1,4,3,1,5,5,1,5,5,1,1,1,6,4,2,7,5,5,5,3,0,0,0,0,0,1,0,1,0,0,0
1604,2,5,2,5,2,3,1,2,5,4,3,5,3,2,1,1,5,1,2,5,1,5,3,2,2,1,1,2,2,2,5,4,5,3,4,1,5,2,1,4,5,4,2,4,5,3,3,4,3,3,0,0,1,0,0,0,0,0,0,0,1
1605,3,2,2,5,1,1,3,4,1,3,3,4,3,5,2,1,4,4,1,5,2,1,3,1,1,5,5,4,1,5,5,1,1,5,4,3,2,4,2,5,1,6,3,5,5,2,5,1,5,6,0,0,0,0,0,0,0,0,0,1,0
1606,1,1,5,1,5,4,1,4,1,3,1,4,3,5,3,4,4,2,2,1,2,4,3,2,1,1,5,4,1,2,3,2,1,3,4,1,1,1,1,3,5,1,2,1,5,1,5,7,6,3,0,0,0,0,0,0,0,0,0,0,0
1607,5,4,1,1,2,1,2,5,1,3,4,1,1,5,1,1,4,4,4,1,2,3,3,4,5,1,1,4,2,1,1,1,1,3,5,4,5,1,5,1,3,4,1,5,1,7,3,4,5,3,0,0,0,0,1,0,0,0,0,0,0
1608,4,1,3,5,1,3,3,4,1,3,1,4,3,5,4,1,4,2,5,4,2,1,3,2,3,5,2,4,4,1,4,1,5,5,5,5,3,4,1,1,2,5,5,1,5,4,4,7,4,2,0,0,1,1,0,0,0,0,0,0,0
1609,5,1,2,5,5,2,2,5,5,2,2,4,3,1,4,3,4,2,4,1,2,5,4,2,1,1,4,4,4,5,1,1,5,1,1,1,1,1,3,1,3,5,3,4,2,3,1,1,5,3,0,0,1,0,0,0,0,0,0,0,1
1610,5,1,3,5,2,2,5,4,5,3,4,1,3,5,4,1,4,2,2,4,4,5,3,2,1,1,4,4,2,2,1,1,2,5,5,2,3,1,5,2,2,6,3,5,2,4,7,4,5,4,0,0,0,1,0,0,0,0,0,0,0
1611,4,4,2,1,2,3,3,2,5,1,5,5,3,5,5,1,5,4,5,5,2,3,3,4,5,1,5,4,1,4,1,1,1,5,5,5,3,1,1,4,4,1,3,5,1,1,3,7,5,3,0,0,0,0,0,1,0,0,0,0,0
1612,3,1,3,5,1,5,3,2,5,1,5,4,3,5,2,1,2,4,5,2,2,3,3,1,5,1,5,2,2,5,1,1,1,5,4,1,2,5,4,1,2,1,7,1,5,4,7,7,5,6,0,0,0,1,0,0,0,0,0,0,1
1613,5,5,1,1,5,4,1,2,5,2,4,1,2,1,5,1,1,4,5,2,5,2,1,4,5,1,5,4,2,2,1,5,2,5,1,5,5,5,2,3,2,7,3,5,5,3,3,5,5,2,0,0,0,0,0,0,0,1,0,0,0
1614,5,1,2,5,2,1,4,2,5,2,5,5,3,5,5,3,2,2,2,2,5,5,4,2,2,4,5,4,2,5,4,5,1,5,1,2,5,5,2,5,2,5,5,5,1,3,5,7,5,2,0,0,0,0,0,0,0,0,0,0,1
1615,4,3,5,1,5,5,3,5,5,2,5,5,3,5,3,1,2,2,3,2,3,3,4,2,4,3,1,4,2,2,5,1,1,2,1,1,5,1,1,3,7,2,5,5,5,2,3,6,1,4,1,0,0,0,0,0,0,0,0,0,0
1616,2,4,5,5,5,1,3,2,1,5,3,3,3,2,4,1,2,4,3,3,2,1,3,2,2,1,4,4,2,4,1,1,1,1,5,5,1,1,1,1,7,6,2,7,5,3,3,5,5,6,0,0,0,0,1,0,0,0,0,0,0
1617,4,4,5,3,2,3,3,5,1,3,4,1,3,1,2,3,4,4,5,2,2,4,3,2,3,1,5,4,2,1,1,2,1,1,1,5,3,1,1,5,2,1,2,4,2,4,7,4,5,3,0,0,0,0,0,1,0,0,0,1,1
1618,1,1,3,2,2,1,5,2,1,2,1,4,2,5,2,1,2,5,2,4,2,3,5,1,2,5,5,4,4,2,5,1,1,5,5,5,1,3,1,3,5,3,2,1,3,5,5,7,6,6,0,0,0,0,0,0,0,0,0,0,1
1619,2,4,3,5,5,3,4,1,2,3,5,5,3,1,1,2,5,4,5,3,2,5,3,4,1,5,4,4,2,4,5,4,1,5,5,1,1,1,1,5,5,7,5,5,2,5,7,7,5,6,0,0,0,0,0,0,0,0,0,0,1
1620,1,4,3,5,5,2,3,4,5,1,4,4,1,1,4,3,4,4,2,4,3,3,3,4,4,1,1,2,2,4,5,5,1,5,5,1,1,1,1,4,3,6,2,3,2,3,7,6,5,3,0,0,0,1,0,0,0,0,0,0,0
1621,4,4,3,5,2,5,3,4,5,1,1,4,3,5,2,1,2,4,1,4,1,5,3,4,5,1,5,4,2,2,5,1,3,1,4,2,1,5,3,3,4,6,2,7,5,2,4,6,5,6,0,0,0,0,0,0,0,0,0,0,1
1622,1,4,1,5,5,3,3,2,5,3,1,5,3,5,3,5,1,2,2,2,2,1,1,5,5,5,4,4,1,2,5,5,5,1,5,2,1,2,1,4,3,2,1,5,2,5,5,5,6,7,0,1,0,0,0,0,0,0,0,0,1
1623,1,5,2,5,1,5,3,5,5,2,5,5,3,5,5,1,4,5,4,1,2,3,1,4,1,4,5,4,2,3,5,2,5,1,1,5,3,5,1,1,3,1,2,5,1,3,7,6,1,6,0,0,0,0,0,0,0,0,0,0,0
1624,5,4,2,5,5,1,5,2,5,2,5,4,2,5,3,5,4,1,3,2,2,3,3,2,5,1,1,4,2,5,2,1,5,5,2,1,3,4,3,2,3,1,3,5,2,2,7,5,5,2,0,0,0,1,0,0,0,0,0,0,0
1625,5,1,3,1,5,3,3,2,5,3,5,1,2,5,1,1,2,4,4,5,2,5,3,4,4,1,4,4,2,2,1,1,5,5,1,5,5,1,1,2,7,5,5,4,5,2,7,6,4,6,0,0,1,1,0,0,0,0,0,0,0
1626,1,5,5,5,1,3,3,1,5,1,2,5,3,2,2,1,2,4,2,1,1,3,4,4,5,4,5,4,2,2,4,5,1,5,1,5,5,5,5,3,4,5,2,4,2,6,3,7,3,1,0,1,0,1,0,0,1,0,0,0,0
1627,4,1,5,1,2,2,3,1,5,4,1,4,5,1,3,3,4,4,3,5,4,4,3,1,5,1,4,4,2,2,1,2,3,1,1,4,5,1,1,2,1,4,2,7,5,5,5,2,5,6,0,0,0,0,0,0,1,0,0,0,0
1628,4,1,2,5,1,3,5,2,1,3,1,5,2,2,4,2,1,4,5,1,1,3,1,1,1,1,5,5,2,2,5,3,1,2,1,3,1,1,1,1,3,5,3,5,2,3,3,5,5,7,0,0,0,0,0,0,0,0,0,0,1
1629,1,1,2,1,2,3,5,4,5,3,3,4,3,1,5,4,4,1,4,5,2,3,3,2,4,3,2,4,4,1,1,2,1,4,3,4,2,1,5,1,7,5,2,5,5,1,7,2,6,3,0,0,0,0,0,0,0,0,1,0,0
1630,2,1,3,5,5,1,3,5,5,4,5,4,1,5,1,2,4,2,1,5,2,5,3,2,1,3,5,4,4,5,1,5,1,2,1,1,1,1,3,4,5,1,5,5,2,2,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0
1631,5,4,3,5,2,1,2,4,5,1,1,5,1,2,3,5,1,5,3,5,4,1,1,2,1,5,3,2,1,1,5,5,2,1,1,1,5,3,5,1,7,1,1,5,2,3,3,7,5,6,0,1,0,0,0,0,0,0,0,0,0
1632,3,1,3,5,5,4,3,4,1,3,5,5,5,2,4,1,4,2,1,4,2,3,3,4,5,1,5,4,2,2,1,2,4,1,1,2,1,3,1,1,5,4,1,3,2,1,3,7,2,4,0,0,0,0,0,0,0,0,0,0,0
1633,2,5,5,5,2,3,1,5,5,1,2,4,2,5,2,4,1,4,5,2,1,3,1,2,2,5,1,4,2,1,5,3,1,1,5,5,1,2,3,2,7,4,7,2,2,3,3,7,5,2,0,0,0,0,0,0,0,0,0,0,1
1634,3,1,3,3,2,5,4,5,5,4,4,5,1,1,2,5,4,4,3,5,2,3,5,4,4,3,1,4,2,2,1,1,2,5,1,1,4,2,1,1,5,5,2,7,2,7,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0
